MF,CODIGO,DESCRIPCION,APLICACIÓN,PRECIO VENTA,CANTIDAD,NOTAS,TIPO REPUESTO,MARCA REPUESTO,MARCA AUTO,PRECIO
,ZX1277,PASTILLAS TRASERAS 87M 8393-D1277,VOLKSWAGEN TOUAREG 06-11,Q414.00,  1 ,1 SAN JUAN,PASTILLAS,WAGNER,VOLKSWAGEN,
MF410-MF993,ZX684A,PASTILLAS DELANTERAS 119M CON SENSOR,VOLKSWAGEN Golf 94-95,Q312.00,  1 ,1 PETAPA,PASTILLAS,WAGNER,VOLKSWAGEN,
MF431,ZX836,"PASTILLAS DELANTERAS 157M ZX555A CON SENSOR 7434-MD555, ZX836 SIN SESOR","VOLKSWAGEN PASSAT 2000, PASSAT 98-99",Q389.00,  2 ,2 JOEL,PASTILLAS,WAGNER,VOLKSWAGEN,
MF154,ZD43A,PASTILLAS DELANTERAS 98M,"VOLVO 142 71-74, 144 71-74, 145 71-74, 164 69-75",Q293.00,  1 ,1 JOEL,PASTILLAS,WAGNER,VOLVO,
MF848-MF886,ZX1003,PASTILLAS DELANTERAS 155M MX979-ZD915B,VOLVO XC90 03-11,Q433.00,  3 ,3 JOEL,PASTILLAS,WAGNER,VOLVO,
,ZX1412,PASTILLAS DELANTERAS 193M,VOLVO XC90 03-14,Q553.00,  4 ,2 JOEL 2 SAN JUAN,PASTILLAS,WAGNER,VOLVO,
MF489,ZX634,PASTILLAS DELANTERAS 129M,"VOLVO 940 94-95, 960 94-97, S90 97-98,",Q539.00,  4 ,1 JOEL 3 SAN JUAN,PASTILLAS,WAGNER,VOLVO,
MF489,ZX634,PASTILLAS DELANTERAS 129M,"VOLVO 940 94-95, 960 94-97, S90 97-98,",Q539.00,  2 ,,PASTILLAS,WAGNER,VOLVO,
MF607,ZX837,"PASTILLAS DELANTERAS 130M FDB1093, 7712-MD837-EURO 8694-MD1494","VOLVO S40 2004 1.9L L4 1948CC, S40",Q398.00,  1 ,1 MARTI,PASTILLAS,WAGNER,VOLVO,
MF601,ZX838,PASTILLAS TRASERAS 87M,VOLVO S40 00-04 V40 00-04,Q274.00,  3 ,3 JOEL,PASTILLAS,WAGNER,VOLVO,
MF855,04465-OK300,"PASTILLAS DELANTERAS 144M ZD1567, 8776-D1567, SST-8776-MD1567-SMC, SST-8776-MD1567-ECO",TOYOTA HILUX VIGO 4WD 07-14 ZD1567 VIGO USA 09-11,Q350.00,  185 ,,PASTILLAS,KASHIMA SEMIMETALICAS,TOYOTA,
MF863,7701208122,PASTILLAS DELANTERAS 137M,RENAULT KANGOO 01-05,Q201.00,  5 ,,PASTILLAS,KASHIMA SEMIMETALICAS,RENAULT,
,O-K72A-33-28Z,PASTILLAS DELANTERAS 154M 58M 17M 9227-D1997 VER SST-7532-MD652-H-SMC 7532-D652,"KIA PREGIO BOX TB 2.7D J2 97-01, PREGIO BUS 2.5D",Q283.00,  95 ,,PASTILLAS,KASHIMA SEMIMETALICAS,KIA,
MF752-MF1012,55810-62J00,PASTILLAS DELANTERAS 116M SST-8553-MD1435 ZX1435 SST-55810-62J00-SMC VER ZD1021,NISSAN MARCH 11-> TTIDA 04-07 RENAULT CLIO 05-08,Q218.00,  18 ,,PASTILLAS,KASHIMA SEMIMETALICAS,NISSAN,
MF486,58101-4AA00,PASTILLAS DELANTERAS 147M,HYUNDAI H-1 97-07 HYUNDAI STAREX 2011,Q233.00,  12 ,,PASTILLAS,KASHIMA SEMIMETALICAS,HYUNDAI,
MF107/MF141,7032-MD96,PASTILLAS DELANTERAS 62M 736-MD31,VOLKSWAGEN ESCARABAJO <-98,Q174.00,  25 ,,PASTILLAS,KASHIMA SEMIMETALICAS,VOLKSWAGEN,
MF556,7164-MD259,PASTILLAS DELANTERAS 159M,"FORD EXPLORER 90-94, CARAVAN 84-90",Q266.00,  40 ,,PASTILLAS,KASHIMA SEMIMETALICAS,FORD,
MF304/MF680,7209-MD280,PASTILLAS DELANTERAS 137M,VOLKSWAGEN GOLF 85-93,Q219.00,  3 ,,PASTILLAS,KASHIMA SEMIMETALICAS,VOLKSWAGEN,
MF509-MF520,728A-MD52,"PASTILLAS DELANTERAS 200M 186M, 728A-MD52-KS1, ZX52, ZD52, USA DOS MEDISA","CHEVROLET ASTRO 85-02, BEL AIR 71-81, BLAZER 69-91",Q205.00,  4 ,,PASTILLAS,KASHIMA SEMIMETALICAS,CHEVROLET,
MF408,7317-MD428,"PASTILLAS DELANTERAS 134M 7317-MD428-KS1, 7317-D428",MAZDA MPV 89-91,Q157.00,  16 ,,PASTILLAS,KASHIMA SEMIMETALICAS,MAZDA,
MF107/MF141,736-MD31,PASTILLAS TRASERAS 62M 7032-MD96,VOLVO 850 <-97,Q132.00,  16 ,,PASTILLAS,KASHIMA SEMIMETALICAS,VOLVO,
MF393,7429-MD550,PASTILLAS DELANTERAS 138M VER MF645,MAZDA MPV 92-95,Q234.00,  1 ,,PASTILLAS,KASHIMA SEMIMETALICAS,MAZDA,
MF460,7432-MD553,PASTILLAS TRASERAS 117M,MAZDA MPV 92-96,Q172.00,  24 ,,PASTILLAS,KASHIMA SEMIMETALICAS,MAZDA,
MF431,7434-MD555,"PASTILLAS DELANTERAS 157M ZX836, ZX555A CON SENSOR 7434-MD555, ZX836 SIN SESOR","AUDI A4, A6 95-99, A100 92-94",Q286.00,  7 ,,PASTILLAS,KASHIMA SEMIMETALICAS,AUDI,
MF394,7536-MD656,PASTILLAS DELANTERAS 124MZX601,FORD WINDSTAR 95-98 TAURUS 94-03,Q217.00,  17 ,,PASTILLAS,KASHIMA SEMIMETALICAS,FORD,
MF587,7661-MD791,PASTILLAS TRASERAS 142M Y 140M,JEEP GRAND CHEROKEE 4.0 99-04,Q252.00,  6 ,,PASTILLAS,KASHIMA SEMIMETALICAS,JEEP,
MF420,7682-MD663,PASTILLAS TRASERAS 102M ZD636,MAZDA PROTEGE 95-98,Q176.00,  5 ,,PASTILLAS,KASHIMA SEMIMETALICAS,MAZDA,
MF637,7695-MD990,PASTILLAS DELANTERAS 117M SST-7695-MD822-ECO SST-7695-MD990-H-SMC SST-7695-MD822-H-SMC 7695-D822 7695-D990K ZD1249,"TOYOTA ECHO 03-05, COROLLA DE AGENCIA 03-05",Q233.00,  17 ,17 JOEL,PASTILLAS,KASHIMA SEMIMETALICAS,TOYOTA,
MF607,7712-MD837-EURO,"PASTILLAS DELANTERAS 130M FDB1093, ZX837 8694-MD1494","VOLVO S40 2004 1.9L L4 1948CC, S40 00-03, V40 00-05",Q424.00,  7 ,,PASTILLAS,KASHIMA SEMIMETALICAS,VOLVO,
MF661,7732-MD856,PASTILLAS DELANTERAS 146M ZX856 SST-7988-MD856-H-SMC,JEEP LIBERTY 02-07; VOYAGER 01-03,Q332.00,  10 ,,PASTILLAS,KASHIMA SEMIMETALICAS,JEEP,
MF656,7761-MD884,PASTILLAS DELANTERAS 139M,TOYOTA HIGHLANDER 01-07,Q226.00,  16 ,,PASTILLAS,KASHIMA SEMIMETALICAS,TOYOTA,
MF710,7767-MD889,PASTILLAS DELANTERAS 130M SP1113,"KIA RIO 02-05, SEPHIA 00-01, SPECTRA 00-04",Q181.00,  9 ,40%,PASTILLAS,KASHIMA SEMIMETALICAS,KIA,
MF716,7843-MD941,PASTILLAS DELANTERAS 138M ZD941,HYUNDAI ELANTRA 02-06 KIA CERATO 05-08,Q207.00,1,,PASTILLAS,KASHIMA SEMIMETALICAS,HYUNDAI,
MF735,7902-MD1001,PASTILLAS DELANTERAS 132M,MITSUBISHI LANCER 04-05,Q282.00,1,,PASTILLAS,KASHIMA SEMIMETALICAS,MITSUBISHI,
MF849,7945-MD1087,PASTILLAS TRASERAS 142M ZD1087 ZD1041,"JEEP COMMANDER 06-10, GRAND CHEROKEE 06-10 3.7L",Q210.00,  24 ,,PASTILLAS,KASHIMA SEMIMETALICAS,JEEP,
MF753,7985-MD1080,PASTILLAS DELANTERAS 176M SST-7985-MD1080-H-SM ZD1181,JEEP GRAND CHEROKKE 4.0 05,Q349.00,  3 ,,PASTILLAS,KASHIMA SEMIMETALICAS,JEEP,
MF956,8549-MD1432,"PASTILLAS DELANTERAS 133M VER SST-8549-MD1432-H-SM, SST-8751-MD1543-H-SM, SST-8549-MD1687-H-SM, SST-8810-MD1595-H-SM ZD1543",HYUNDAI SANTA FE 10-11-motor 2.0 2.4 13-14,Q309.00,  20 ,16 JOEL 3 MARTI 1 ZONA9,PASTILLAS,KASHIMA SEMIMETALICAS,HYUNDAI,
MF421,D0027M,PASTILLAS DELANTERAS 126M,DAIHATSU CHARADE 96-00,Q138.00,  9 ,9 JOEL,PASTILLAS,KASHIMA SEMIMETALICAS,DAIHATSU,
MF487,D0034,PASTILLAS DELANTERAS 116M Y 95M,"DAIHATSU Mira 02, YRV SIRION 2007., TOYOTA AGYA 2019",Q227.00,  ,,PASTILLAS,KASHIMA SEMIMETALICAS,DAIHATSU,
MF452,D9017,PASTILLAS DELANTERAS 102M Y 88M,"SUZUKI Carry 90-98, Súper Carry 97-99",Q192.00,  34 ,,PASTILLAS,KASHIMA SEMIMETALICAS,SUZUKI,
MF607-MF739,FDB1093,PASTILLAS DELANTERAS 130M 7712-MD837-EURO ZX837 8694-MD1494,"S40 AGENCIA 00-04, V40 00-04",Q278.00,  41 ,,PASTILLAS,KASHIMA SEMIMETALICAS,S40,
MF817,FDB1380,PASTILLAS DELANTERAS 116M 7790-D911 ZX911,"Kangoo 2005, Mondeo 00-07 (Rr) JAGUAR X-TYPE 02/05",Q211.00,3,,PASTILLAS,KASHIMA SEMIMETALICAS,Kangoo,
,FDB1440,PASTILLAS DELANTERAS 156M Y 155M,RENAULT LAGUNA 2.0T/A 2005 Megane FIAT 500 14-20,Q302.00,  38 ,,PASTILLAS,KASHIMA SEMIMETALICAS,RENAULT,
,FDB579,PASTILLAS DELANTERAS 151M,FORD SCORT 95-00; CITROEN DUCATO,Q194.00,  3 ,,PASTILLAS,KASHIMA SEMIMETALICAS,FORD,
,FVR1926,PASTILLAS DELANTERAS 169MM CON SENSOR 8748-D1540,JUMPER CITROEN -DUCATO-PEUGEOT (PANEL),Q302.00,27,,PASTILLAS,KASHIMA SEMIMETALICAS,JUMPER,
,GJYB-33-23ZC,PASTILLAS DELANTERAS 131M,MAZDA ATENZA 02-08 MAZDA 6 WAGON 02-08 8869-D1642,Q332.00,  33 ,,PASTILLAS,KASHIMA SEMIMETALICAS,MAZDA,
MF710,SP1113,PASTILLAS DELANTERAS 129M 7767-MD889,CARENS 00-01,Q179.00,  11 ,,PASTILLAS,KASHIMA SEMIMETALICAS,CARENS,
,SP1187,PASTILLAS DELANTERAS 130M,Pride 2005,Q237.00,  5 ,,PASTILLAS,KASHIMA SEMIMETALICAS,Pride,
MF772,7939-D1315P = D1036,"PASTILLAS TRASERAS 105MZD1036, 7939-D1036",CHEVROLET OPTRA 04-06; AVEO 04-06 CON PIQUITO,Q96.00,  3 ,,PASTILLAS,KASHIMA SEMIMETALICAS,CHEVROLET,
MF772,7939-D1036,"PASTILLAS TRASERAS 105M, 7939-D1315 SIN PIQUITOS, ZD1036,",CHEVROLET OPTRA 04-06; AVEO 04-06 CON PIQUITO,Q108.00,  9 ,Q54.00,PASTILLAS,KENICHI SEMIMETALICAS,CHEVROLET,
MF354,7242-D350,PASTILLAS DELANTERAS 151M SST-7242-MD350-H-SMC ZD350,"FIAT FIORINO 00-05, VOLSKWAGEN FOX 87-93; ALFA 00-05",Q123.00,23,Q61.50,PASTILLAS,KENICHI SEMIMETALICAS,FIAT,
MF366,7291-D402,"PASTILLAS DELANTERAS 79M VER SST-7602-MD733-H-SMC, 7602-D733 ZX733",FORD FESTIVA 88-93; KIA PRIDE 91-01,Q100.00,46,Q40.00,PASTILLAS,KENICHI SEMIMETALICAS,FORD,
MF831,7950-D1047,PASTILLAS DELANTERAS 172M SST-7950-MD1047-H-SM,FORD ESCAPE 05-12; MAZDA TRIBUTE 05-11,Q167.00,  67 ,Q67.00,PASTILLAS,KENICHI SEMIMETALICAS,FORD,
MF688,8289-D1175,PASTILLAS DELANTERAS 151M,FORD ECO SPORT 04-05; HONDA FIT 04-05,Q160.00,  57 ,Q64.00,PASTILLAS,KENICHI SEMIMETALICAS,FORD,
MF796,58101-4HA00K,PASTILLAS DELANTERAS 165M,"HYUNDAI H100 10-14, H1 07-11; KIA CARNIVAL 04-09",Q185.00,64,Q74.00,PASTILLAS,KENICHI SEMIMETALICAS,HYUNDAI,
MF657,7688-D813,PASTILLAS TRASERAS 99M SST-7688-MD813-H-SMC,KIA SPORTAGE 05-10; HYUNDAI SANTA FE 01-06,Q99.00,  1 ,Q40.00,PASTILLAS,KENICHI SEMIMETALICAS,KIA,
MF625-MF678,7739-D864,PASTILLAS DELANTERAS 149M SST-7739-MD864-H-SMC,"HYUNDAI SANTA FE 01-06, KIA SEDONA 02-04",Q164.00,  16 ,Q66.00,PASTILLAS,KENICHI SEMIMETALICAS,HYUNDAI,
MF699-MF1028,7825-D924,PASTILLAS DELANTERAS 131M SST-7825-MD924-H-SMC,"HYUNDAI ELANTRA 07-10, TUCSON 05-09; KIA SOUL 12-13",Q148.00,  2 ,"Q74,00",PASTILLAS,KENICHI SEMIMETALICAS,HYUNDAI,
MF745,8266-D1156,PASTILLAS DELANTERAS 130M SST-8266-MD1156-H-SM,KIA RIO 06-11; HYUNDAI ACCENT 06-11,Q119.00,  10 ,Q59.50,PASTILLAS,KENICHI SEMIMETALICAS,KIA,
MF834,8400-D1202,PASTILLAS DELANTERAS 157M SST-8322-MD1202-H-SM D1384,"HYUNDAI SANTA FE 07-16.,KIA SEDONA 06-14",Q160.00,  12 ,Q80.00,PASTILLAS,KENICHI SEMIMETALICAS,HYUNDAI,
MF845,8414-D1297,PASTILLAS TRASERAS 119M SST-8414-MD1297-H-SM,HYUNDAI SANTA FE 07-09,Q166.00,  20 ,Q67.00,PASTILLAS,KENICHI SEMIMETALICAS,HYUNDAI,
MF358,7459-D579,PASTILLAS DELANTERAS 138M SST-7459-MD579-H-SMC,"ISUZU RODEO 93-01, SPORT 2001, TROOPER 92-02",Q142.00,  37 ,Q57.00,PASTILLAS,KENICHI SEMIMETALICAS,ISUZU,
MF408,7317-D428,"PASTILLAS DELANTERAS 134M 7317-MD428-KS1, 7317-MD428","MAZDA MPV 89-91., KIA BESTA 95->,CON MUENTRA E220",Q140.00,55,Q56.00,PASTILLAS,KENICHI SEMIMETALICAS,MAZDA,
MF788,8505-D1397,PASTILLAS DELANTERAS 130M SST-8505-MD1397-H-SMC,"KIA CARENS 02-06, KIA FORTE KOUP 10-13",Q126.00,  56 ,Q63.00,PASTILLAS,KENICHI SEMIMETALICAS,KIA,
MF897,8412-D1295,PASTILLAS DELANTERAS 138M SST-8614-MD1295-H-SM SST-8744-MD1295-H-SM,"KIA SOUL EV 15-16, KIA RONDO 07-09",Q183.00,  51 ,Q74.00,PASTILLAS,KENICHI SEMIMETALICAS,KIA,
MF702,8724-D1515,PASTILLAS DELANTERAS 128M MDL0285,KIA RIO AGENCIA 03-05,Q196.00,  22 ,Q98.00,PASTILLAS,KENICHI SEMIMETALICAS,KIA,
MF329-MF336,7219-D319,PASTILLAS DELANTERAS 91M ZX319,"MAZDA 323 86-88; MERCURY CAPRI 91-94, TRACER 87-89",Q122.00,4,Q61.00,PASTILLAS,KENICHI SEMIMETALICAS,MAZDA,
MF440,7520-D643,PASTILLAS DELANTERAS 142M,MAZDA MILLENIA 95-02,Q168.00,  49 ,Q68.00,PASTILLAS,KENICHI SEMIMETALICAS,MAZDA,
MF470,7670-D798,"PASTILLAS DELANTERAS 123M SST-7670-MD798-H-SMC, SST-V2YD-23Z-H-SMC","MAZDA PROTEGE 1.6L 99-02, 323 1.3L 98-03 DE AGENCIA",Q103.00,  12 ,Q42.00,PASTILLAS,KENICHI SEMIMETALICAS,MAZDA,
MF800,8521-D1192,"PASTILLAS DELANTERAS 137M SST-8277-MD1192-H-SM, SST-8277-MD1164-H-SM",MAZDA 6 06-10 AGENCIA FORD FUSION 06-12,Q142.00,  49 ,Q57.00,PASTILLAS,KENICHI SEMIMETALICAS,MAZDA,
MF376,7365-D484,PASTILLAS DELANTERAS 128M SST-7365-MD484-H-SMC,"MITSUBISHI MIRAGE, 1.6L, 91-92, MIRAGE, 1.5L 1.8L, 00-02",Q120.00,96,Q48.00,PASTILLAS,KENICHI SEMIMETALICAS,MITSUBISHI,
MF359-MF347,7483-D602,"PASTILLAS DELANTERAS 115M, ZD602, SST-7483-MD602-H-SMC","MITSUBISHI MIRAGE 93-99, LANCER, 93-99",Q113.00,  132 ,Q46.00,PASTILLAS,KENICHI SEMIMETALICAS,MITSUBISHI,
MF478,7602-D733,"PASTILLAS TRASERAS 79M SST-7602-MD733-H-SMC, ZX733 VER 7291-D402","MITSUBISHI MONTERO SPORT 97-04, NATIVA 97-04",Q113.00,  29 ,Q46.00,PASTILLAS,KENICHI SEMIMETALICAS,MITSUBISHI,
MF700,7741-D866,PASTILLAS DELANTERAS 146M SST-8338-MD866-H-SMC,"MITSUBISHI LANCER 08-17, GALANT 00-12",Q141.00,  99 ,Q57.00,PASTILLAS,KENICHI SEMIMETALICAS,MITSUBISHI,
MF804,8334-D1214,PASTILLAS DELANTERAS 151M,MITSUBISHI L200 MOTOR 2.5 2004-2006,Q146.00,  9 ,Q73.00,PASTILLAS,KENICHI SEMIMETALICAS,MITSUBISHI,
MF495,MR205256K,PASTILLAS DELANTERAS 138M,"MITSUBISHI L300 94-99,ADMIRAL, GRAND TIGER",Q165.00,  64 ,Q66.00,PASTILLAS,KENICHI SEMIMETALICAS,MITSUBISHI,
MF652,8339-D1218,PASTILLAS DELANTERAS 123M MR475453K,"MITSUBISHI MONTERO io PAJERO,MINI io, 95-06",Q109.00,  58 ,Q44.00,PASTILLAS,KENICHI SEMIMETALICAS,MITSUBISHI,
MF285-MF693,7194-D292,PASTILLAS DELANTERAS 100M FDB845,NISSAN PLATINA; RENAULT CLIO 02-09,Q137.00,  3 ,Q68.50,PASTILLAS,KENICHI SEMIMETALICAS,NISSAN,
MF443,7546-D668,PASTILLAS DELANTERAS 109M,"NISSAN SENTRA B14 95-99, 200SX 95-9",Q109.00,  56 ,Q44.00,PASTILLAS,KENICHI SEMIMETALICAS,NISSAN,
MF734,8311-D1193,PASTILLAS DELANTERAS 135M AY040-NS084 41060-6N091,"NISSAN ALMERA 1.6 99-11., FAMILIA 99-11, SM3 2007",Q124.00,  11 ,Q62.00,PASTILLAS,KENICHI SEMIMETALICAS,NISSAN,
MF757,8456-D1345,"PASTILLAS DELANTERAS 144M, SST-41060-RN22A-SMC","NISSAN TIIDA 07-11, VERSA 1.6 08-11",Q172.00,  4 ,Q86.00,PASTILLAS,KENICHI SEMIMETALICAS,NISSAN,
MF728,8333-D1213,PASTILLAS DELANTERAS 137M FDB1399 8779-D1570,"PEUGEOT 206 2007 03-05., CITROEN JUMPER TRAS",Q158.00,  48 ,Q64.00,PASTILLAS,KENICHI SEMIMETALICAS,PEUGEOT,
MF691,FDB1135K,PASTILLAS DELANTERAS 131M ZX1499 CON RESORTES,"RENAULT KANGOO 99-00., PEUGEOT 206 99-05 ZX1499",Q189.00,  108 ,Q76.00,PASTILLAS,KENICHI SEMIMETALICAS,RENAULT,
MF876,FDB1378K,PASTILLAS DELANTERAS 131M 8254-D1143 CON SEGUROS,PEUGEOT 01-10 CON SEGUROS,Q189.00,  58 ,Q76.00,PASTILLAS,KENICHI SEMIMETALICAS,PEUGEOT,
MF896-MF612,55810-80G01K,PASTILLAS DELANTERAS 109M X45 8344-D1225,"SUZUKI CARRY 08-12, SUPER CARRY 1999, IGNIS 04-08",Q149.00,,,PASTILLAS,KENICHI SEMIMETALICAS,SUZUKI,
MF718,8307-D1188,"PASTILLAS DELANTERAS 138M ZD1188, SST-8307-MD1188-H-SM",SUZUKI GRAND VITARA 06-15,Q127.00,  71 ,Q51.00,PASTILLAS,KENICHI SEMIMETALICAS,SUZUKI,
MF793,04465-OK160K,PASTILLAS DELANTERAS 140M 8731-D1523,"TOYOTA HILUX VIGO 2WD 06-> CURVA , HIACE <<2004,",Q136.00,  31 ,Q55.00,PASTILLAS,KENICHI SEMIMETALICAS,TOYOTA,
MF381,7298-D502,PASTILLAS DELANTERAS 119M,"TOYOTA LAND CRUISER 91-97, LEXUS LX450 96-97",Q133.00,  1 ,Q66.50,PASTILLAS,KENICHI SEMIMETALICAS,TOYOTA,
MF461,7357-D476,PASTILLAS DELANTERAS 141M,"TOYOTA SIENNA 98-03, CELICA 94-99, CAMRY 92-01",Q154.00,13,Q77.00,PASTILLAS,KENICHI SEMIMETALICAS,TOYOTA,
MF822,7671-D799,"PASTILLAS DELANTERAS 119M ZD799, SST-7671-MD799-H-SMC CABINA 00-03 2WD",TOYOTA TACOMA 4WD 04-99,Q142.00,  60 ,Q57.00,PASTILLAS,KENICHI SEMIMETALICAS,TOYOTA,
MF911,8731-D1523,"PASTILLAS DELANTERAS 140M 04465-OK160, VER 04465-OK290",TOYOTA VIGO TAILANDES 2WD 06->RECTA,Q137.00,  39 ,Q55.00,PASTILLAS,KENICHI SEMIMETALICAS,TOYOTA,
MF659,8284-D1173,PASTILLAS DELANTERAS 104M PD/54,VOLKSWAGEN MANHATTAN,Q144.00,  29 ,Q72.00,PASTILLAS,KENICHI SEMIMETALICAS,VOLKSWAGEN,
MF645,MR407127,"PASTILLAS DELANTERAS 139M SST-7742-MD867-ECO, SST-7742-MD867-H-SM, 7742-MD867 MR407127",MITSUBISHI MONTERO 01-06; MAZDA E2200 2003,Q190.00,  1 ,Q95.00,PASTILLAS,KENICHI SEMIMETALICAS,MITSUBISHI,
MF318,SST-7219-MD466-ECO,PASTILLAS DELANTERAS 92M ZD466A SST-7219-MD466-H-SMC,MAZDA PROTEGE 90-98 KIA RIO 01-02 1.5,Q95.00,40|,35 JOEL,PASTILLAS,SILENT STOP SEMIMETALICAS,MAZDA,
MF136,SST-795-MD161-ECO,"PASTILLAS DELANTERAS 79M ZX161, 795-D161,",NISSAN DATSUN 620 77-79 TOYOTA CORONA 72-78,Q94.00,  178 ,172 JOEL 2 DEISY 2 ZONA9 2 MARTI,PASTILLAS,SILENT STOP SEMIMETALICAS,NISSAN,
MF251,SST-7069-MD137-ECO,"PASTILLAS DELANTERAS 107M ZD137, ZX137",TOYOTA Hilux 22R 4WD 79-88 4RUNNER 84-88,Q114.00,  40 , 28 JOEL 2 DEISY 2 ZONA9 2 MARTI 6 CHIQUIMULA ,PASTILLAS,SILENT STOP SEMIMETALICAS,TOYOTA,
MF258,SST-7153-MD242-ECO,"PASTILLAS DELANTERAS 119M ZD242, 7153-D242, SST-7153-MD242-H-SMC","TOYOTA MR2 91-95, PASEO 92-99, TERCEL 91-99",Q91.00,  107 , 102 JOEL 3 ZONA 9 2 LAS AMERICAS ,PASTILLAS,SILENT STOP SEMIMETALICAS,TOYOTA,
MF299,SST-7205-MD303-ECO,PASTILLAS DELANTERAS 140M VER 8731-D1523,TOYOTA HIACE 95-04 VER 8731-D1523,Q135.00,  101 ,90 JOEL 1 DEISY 10 CHIQUIMULA,PASTILLAS,SILENT STOP SEMIMETALICAS,TOYOTA,
MF315,SST-7298-MD436-ECO,"PASTILLAS DELANTERAS 119M ZD436A, 7298-D436-CER, SST-7298-MD436-H-SMC,","TOYOTA HILUX 4WD 90-05, 4RUNNER 96-03",Q131.00,40, 3 CHIQUIMULA 37 MAYOREO SOLO HAY 3 ,PASTILLAS,SILENT STOP SEMIMETALICAS,TOYOTA,
MF391,SST-7435-MD556-ECO,PASTILLAS DELANTERAS 117M SST-7435-MD556-H-SMC,"SUZUKI Tracker 96-98 4 Ptas, 99-04, Sidekick 4 Ptas. 91-98",Q99.00,  33 ,27 JOEL 2 PETAPA 2 ZONA 9 2 MARTI,PASTILLAS,SILENT STOP SEMIMETALICAS,SUZUKI,
MF613,SST-7559-MD680-ECO,PASTILLAS DELANTERAS 110M 7559-D680 SST-7559-MD680-H-SM,"SUZUKI GRAND VITARA 99-05, SIDEKICK 1.8 L4 96-98",Q105.00,25,18 JOEL,PASTILLAS,SILENT STOP SEMIMETALICAS,SUZUKI,
MF490,SST-8455-MD1344-ECO,"PASTILLAS DELANTERAS 145M SST-D2104-SM, SST-8455-MD1344-SMC",TOYOTA HIACE 06->,Q132.00,61,50 JOEL,PASTILLAS,SILENT STOP SEMIMETALICAS,TOYOTA,
MF490,SST-D2104-SM,"PASTILLAS DELANTERAS 145M SST-8455-MD1344-ECO, SST-8455-MD1344-SMC",TOYOTA HIACE 06->,Q199.00,  6 ,1 ZONA 9 1 DEISY 4 CHIQUIMULA,PASTILLAS,SILENT STOP SEMIMETALICAS,TOYOTA,
MF609,SST-7738-MD862-ECO,"PASTILLAS DELANTERAS 123M SST-7738-MD862-H-SMC, 7738-MD862",TOYOTA RAV4 01-05,Q117.00,  2 ,2 CHIQUIMULA,PASTILLAS,SILENT STOP SEMIMETALICAS,TOYOTA,
MF645,SST-7742-MD867-ECO,"PASTILLAS DELANTERAS 139M SST-7742-MD867-H-SMC, 7742-MD867 MR407127, VER MF393",MITSUBISHI  MONTERO 01-06 ENDEAVOR 04-11,Q109.00,  7 ,7 JOEL,PASTILLAS,SILENT STOP SEMIMETALICAS,MITSUBISHI,
MF703,SST-UMY1-33-28ZA-ECO,PASTILLAS DELANTERAS 145M SST-8784-MD1574-SMC,"MAZDA BT50 06-11 EVEREST 07, B2900",Q153.00,  3 ,1 JOEL 2 CHIQUIMULA,PASTILLAS,SILENT STOP SEMIMETALICAS,MAZDA,
MF706,SST-7947-MD1044-ECO,"PASTILLAS DELANTERAS 156M SST-7947-MD1230-SMC,","MAZDA 3 04-13, SPORT 09-14, MAZDA 5 06-15",Q158.00,  10 ,4 JOEL 6 MARTI,PASTILLAS,SILENT STOP SEMIMETALICAS,MAZDA,
MF855,SST-8776-MD1567-ECO,"PASTILLAS DELANTERAS 144M ZD1567, 04465-OK300, 8776-D1567, SST-8776-MD1567-SMC",TOYOTA HILUX VIGO 4WD 07-14/ ZD1567 VIGO USA 09-11,Q141.00,  846 ,840 JOEL 2 DEISY 2 ZONA9 1 MARTI 1 SAN CRISTOBAL 6 CHIQUIMULA 700 MAYOREO,PASTILLAS,SILENT STOP SEMIMETALICAS,TOYOTA,
MF720,SST-7943-MD1039-ECO,PASTILLAS DELANTERAS 167M SST-7943-MD1039-H-SM,CHEVROLET COLORADO 04-08; GMC CONYON 04-08,Q139.00,9,8 JOEL,PASTILLAS,SILENT STOP SEMIMETALICAS,CHEVROLET,
MF752-MF1012,SST-55810-62J00-SMC,"PASTILLAS DELANTERAS 116M 8553-D1435, ZX1435, 55810-62J00, ZD1021",NISSAN MARCH 11-> TIIDA 04-07 RENAULT CLIO 05-08,Q222.00,3,1 JOEL 1 MARTI 1 ZONA9,PASTILLAS,SILENT STOP CERAMICAS,NISSAN,
MF1006,SST-8768-MD1556-SMC,PASTILLAS DELANTERAS 142M,"VOLKSWAGEN SAVEIRO 2014, NUEVO GOL 2014",Q261.00,6,6 JOEL,PASTILLAS,SILENT STOP CERAMICAS,VOLKSWAGEN,
,SST-7962-MD1056-H-SM,PASTILLAS DELANTERAS 151M,"CHRYSLER 300 05-17, DODGE CHARGER 06-12",Q296.00,7,7 JOEL,PASTILLAS,SILENT STOP CERAMICAS,CHRYSLER,
MF753,SST-7985-MD1080-H-SM,PASTILLAS DELANTERAS 176M 7985-MD1080 ZD1181,JEEP GRAND CHEROKEE 2005,Q218.00,7,6 JOEL 1 ZONA16,PASTILLAS,SILENT STOP CERAMICAS,JEEP,
